,0
6600,"Hayden (Rosa A.)---Flowers from My Garden :
Poems. 12mo. 67 X4), pp. 86, 2s. 6d. net
CORNISI Bros., Jan. 10"
6601,"Haydn's Dict. of Dates, Vincent (B.) 21s. net
Νου. ΙΟ
Haydon (A. L.)–Cubby-Hole Yarns and other
Stories. Cr. 8vo. 71 X 5, pp. 186 S.S.U., Nov. 10"
6602,"Haydon (A. L.)—The Riders of the Plains : a
record of the Royal North-West Mounted
Police of Canada 1873-1910. Illus. 8vo.
91 x6, pp. 404, ios. 6d. net
A. MELROSE, Apr. 10"
6603,"Haydon (A. L.)-Stories of King Arthur. Illus.
by Arthur Rackham. Cr. 8vo., pp. 96, is. net
CASSELL, Sep. 10"
6604,"Haydon (T. E.) Fitzpatrick (J.) Joint Stock
Companies, 7s. 6d. ..
. . Apr. 10"
6605,"Hayens (Herbert)--Beset by Savages. Cr. 8vo.
8 X5, pp. 342, 5s.
.NISBET, Sep. 10"
6606,"Hayens (Herbert)— The British Legion, a tale of
the Carlist War. Cr. 8vo. 78 X5, PP. 414, 28.
NELSON, Sep. 10"
6607,"Hayens (Herbert)-For Rupert and the King.
Cr. 8vo. 8 X5, pp. 384, 35. 6d. S.P.C.K., Sep. 10"
6608,"Hayes and Jarman's Form of Wills, Matinews
(J. B.) 215.
..May 10"
6609,"Hayes (Alice M.)-The Horsewoman : a Practical
Guide to Side-Saddle Riding and Hunting.
3rd edit., rev. and enl. 8vo. 83 X5, pp. 550,
I2s. net.
..HURST & B., Sep. 10"
6610,"Hayes (C.) and Lindgren (W.)-Contributions to
Economic Geology, 1908. Part 1, Metals and
Nonmetals, except Fuels. (U.S. Geol. Survey).
Illus. 8vo. 6 X9, pp. 406, swd. 45. net
WESLEY, Jan 10"
6611,5S. net
6612,". . . . . . .
2s.
Hayes (M. Horace)-Ridling and Hunting. New
and rev. edit. 8vo. 8X54, pp. 496, 10s. net
HURST & B., Apr. 10"
6613,"Hayhurst (Cecil.)-Autumn Voices : Poems and
Sonnets of the Wolds. Cr. 8vo., 3s. 60, net
LYNWOOD, Dec. 10"
6614,"Hayler (G.)-Famous Fanatics. Cr. 8vo. 29. 60
FUNK & W., July 10"
6615,"Hays (II. A.)— The Antietam and its Bridges.
Illus. Ryl. 8vo. 155. net....PUTNAM, June 10"
6616,"Hayter (Adrian)--The Profitable Imbroglio.
Cr. 8vo. 71 X5, pp. 312, 6s.
DUCKWORTII, Nov. 10"
6617,"Hayti and Santo Domingo, Consular Report,
1909, 4fd.
WYMAN, June 10"
6618,"Hayti : Where Black Rules White, Prichard (H.)
IS, nct
....Dec. 10"
6619,"Hayward (Charles W.)—Anthony, the Philoso-
pher. A Play in 3 Acts. 12mo. 7 X4, pp. 108,
...SHERRATT & H., Dec. 10"
6620,"Hayward (F. 11.)-Day and Evening Schools,
their management and organisation, &c.
Cr. 8vo. 71 X5, pp. 624, 5s. net
RALPH, H., June 10"
6621,"Hayward (W. Wyatt) ed.—The Pictorial English
Course. For Spaniards to Learn English.
Cr. 8vo. 2s. (Rees' Pictorial Ser.)
SIEGLE, H., Mar. 10"
6622,"Hazardous Wooing, Blyth (J.) is. net ....Oct. 10"
6623,"Hazell's Annual, 1911. A record of the men and
movements of the times. Cr. 8vo., 35. hd, net
ITAZELL, Dec. 10"
6624,"Hazell's Annual Guide to the New House of
Commons. Cr. 8vo. swd. 6d. net
HAZELL, Feb. 10"
6625,"Hazen (Charles D.)-Europe Since 1815. 8vo.
9X51, pp. 856, 155. net........BELL, Nov. 10"
6626,"Hazlitt (William)--Lectures on English Poets
and the Spirit of the Age. 12mo., pp. 366, Is.
net, Ithr. 2s. net (Everyman's Lib.)
DENT, Sep. 10"
6627,"Hazlitt (William)-Lectures on the English Comic
Writers, with Miscellaneous Essays. 12mo.,
pp. 352, is, net, Ithr. 25. net (Everyman's Lib.)
DENT, Feb. 10"
6628,"He and Slie, Mussett (P. de) is. 6d., 25. net May 10"
6629,"He Restoreth my Soul. By A. H. W. (Canada).
Cr. 8vo. 8 X 5, pp. 254, 6s, net
E. STOCK, June 10"
6630,"IIe, She and It, Mellersh (K.) is. ... Aug. 10"
6631,"He Who was Once a Little Child. 4to. bds. is.
NELSON, Sep. 10"
6632,"Head (A. L.)-Lotus Leaves. 12mo. 2s. 6d. net
E. MATHEWS, Sep. 10"
6633,"Head (F. D.) ---The Transfer of Stocks, Shares,
and other marketable Securities : a Manual of
the Law and Practice. 8vo. 8* X54, pp. 168,
.H. GOOD, May 10"
6634,"Head (F. D.) The Transfer of Stocks, Shares, and
other Marketable Securities. A Manual of
the Law and Practice. Brought up to date
to include the Finance Act (1909-10), 1910.
8vo. 5s. net
....H. GOOD, Dec. 10"
6635,"Headlam (Walter) Agamemnon, Æschylus, Ios.
net
..Oct. 10"
6636,"Headlam (Walter)—His Letters and Poems. With
a Memoir by Cecil Headlam and a Bibliography.
8vo. 9 X5], pp. 182, 75. 6d, net
DUCKWORTH, July 10"
6637,"Healey (Charles E. H. C., Sir)-Church Property.
Swd, 2d.
S.P.C.K., June jo
Healing, Revival of Gift of, is, net. · Aug. 10"
6638,"Healtlı : How to Live, Caton (R.) id. . Aug. 10"
6639,"Health Age, Dawn of the, Moore (B.) 35. 6d.
net
Dec. 10"
6640,"Health and Beauty for Women, &c., Gent (H.)
Is, net
Health and Strength Annual, 1910. Cr. 8vo.
swd. 6d. net ..“ HEALTH & STRENGTI,"" Jan. 10"
6641,"Health, Art of, Sinclair (U.) and Williams (M.)
25. 6d. net
. May 10"
6642,"Health Guide, People's, Watson (R.) 6d. net
Apr. 10"
6643,"Health How Are You ? Henslowe (L.) 6d. net
June 10"
6644,"Health, Ideal, is.
- Jan. 10"
6645,"Health, Laws of Life and, Bryce (A.) 78. 6d.
Feb. 10"
6646,"Health, Life and, Rogers (J. F.) 45. 6d, net Aug. 10"
6647,"Health, Mind and, Ash (E.) 25. 6d. net .Mar. 10"
6648,"I lealth Progress in W. Indies, Boyce (R. W., Sir)
JOS. 6d, net
Mar. 10"
6649,"Health, Public (Catechism, Ser.) 45. 6d., 45. net
Jan. 10"
6650,"Health Resorts of Europe, Linn (T.) 25. 60. net
Dec. 10"
6651,"Health's Highway, Macredy (R. J.) 35. 6d. net
Mar. 10"
6652,"Healthful Spirit, Bate (H. N.) 28. 6d. net Jan. 10"
6653,"Healy (C.)-Ye Olde Childewall (Childwall Abbey
Inn, near Liverpool]. Illus. swd. 3d.
(Liverpool) LYCEUM PRESS, June 10"
6654,"Heamsha w (F. J. C.) and Clarke (F.)-A Short
History of Southampton. Cr. 8vo. 25. net
CLARENDON PRESS, Aug. 10"
6655,"Heaps of Money, Norris (W. E.) 6d. .Nov. 10"
6656,"Hearn, Lafcadio, in Japan, Noguchi (Y.) 6s. net
Oct. 10"
6657,"Hearnshaw (F. J C.)- Life of Sir Henry lane the
Younger, Puritan Idealist. 12m0., pp. Eo,
iod. net ....CONGREGATIONAL UNION, Níay 10"
6658,"Heart of the Antarctic, Shackleton (E., Sir) 6s. net
Νου. 10"
6659,"Heart of the Bush, Grossmann (E. S.) 6s. Oct. 10"
6660,"Heart, Diseases of, Hirschfelder (A. D.) 255.
net
.. July 10"
6661,"Heart, Diseases of, Mackenzie (J.) 255. net Jan. 10"
6662,"Heart of Desire, Dejeans (.) (s... Junero
Heart of Hindustan, White (E.) 6S.
.Mar. 10"
6663,"Heart of Life, Edwards (E. A.) 28. 6d., is, net
Jan, 10"
6664,"Heart of Maureen, Winter (J. S.) 65. .Sep. 10"
6665,"Heart of a Maid, Garvice (C.) 6s.
.Nov. 10"
6666,"Heart of a Monk, Alexander (F.) 6s.. .... Jan. 10"
6667,"Heart of Marylebone (The). By Handasyde.
Cr. 8vo. 7*X5, pp. 346, 6s.
HUTCHINSON, June 10"
6668,"Heart of Nocl, Whishaw (F.) 6s. ...... . May 10"
6669,"Heart to Heart Letters. Being extracts from the
Letters of Margaret Bottome to her Son.
Cr. 8vo. 71 X5, pp. 138, 25. 6d. net
HODDER & S., Mar. 10"
6670,"Hearts and Coronets, Fox (A.) 6s. . Sep. 10"
6671,"Hearts Atour, Chetwood (E.) and Thompson (L. P.)
... Sep. 10"
6672,"Hearts Contending, Schock (G.) 6s.. . Apr. 10"
6673,"Hearts in Exile, Oxenham (J.) is. net
Oct. 10"
6674,"Heat Engines, Allen (J. R.) and Bursley (J. A.)
12s. 6d. net
Oct. 10"
6675,"Heat, Light, and Sound, Matriculation Model
Answers, 2s,
. . Sep. 10"
6676,"Hent (Physics, Pt. 4), Stowart (R. W.) 3s. 6d. net
Jan. 10"
6677,"Heat, School Course of, Scarlett (R. H.) 35. 6d.
Oct. 10"
6678,"Heath (Francis G.)- Fairy Plants. A lemn Book
for Children. Cr. 8vo. 73 X5, pp. 252, 2s, nel
J. OUSELEY, Nov. 10"
6679,"Heath (Francis G.)-Our British Trees and how
to know them. 3rd edit. rev. 12mo. 64 x 4,
pp. 508, 58. net
HUTCHINSON, Mar. 10"
6680,"Heath (Sidney)—Old English Houses of Alms.
A Pictorial Record with Architectural and
Historical Notes. 4to. 124 X 10, pp. 148, 215. net
F. GRIFFITHS, Oct. 10"
6681,"Heath (Sidney)-The South Devon and Dorset
Coast. Illus. Cr. Svo. 8 X5, pp. 462, 6s, net
UVIX, July 10"
6682,"Heath (Sidney) and Haslehurst (E. W.), The
Heart of Wessex. Described by S. H. ; pictured
by E. W. H. 410. 9*X6, pp. 64, 25. net
(Bcautiful England)
.BLACKIE, Not. 10"
6683,"6s.
55. net
.Dec. 09"
6684,
6685,"Heath (Sir Thomas L., K.C.B.) - Diophantus | Hegel's Logic, Commentary, McTaggart (J.
of Alexandria. A study in the History of Greek MCT.E.) 8s...
Feb. 10"
6686,"Algebra. 2nd edit., with supplement containing
an account of Fermat's theorems and problems
Hegner (R. W.)--An Introduction to Zoology.
connected with Diophantine analysis and some
Cr. 8vo. 8s. net
MACMILLAN, Dec. 10"
6687,"solutions of Diophantine problems by Euler.
Heiberg (J. L.) Geometrical Solutions, 25. 6d. net
Ryl. 8vo., pp. 396, 125, 6d. net
Jan. 10"
6688,"CAMB, UNIV. PRESS, Nov. 10"
6689,"Heidi, Spyri (J.) Is., 25. net
.Feb. 10"
6690,"Heathfield Memorials, Lucas (P.) 218, net June 10 Hein (G.)-Exercises in French Conversation and
Heating Engineers' Quantities, White (L. L. and Composition. Part 2. Cr. 8vo. 2s.
G. M.) 1os. 6d. net.
.. June 10"
6691,"HARRAP, Feb. 1o"
6692,"Hein (Gustav) Auswahl Deutscher Prosa der
Heaton (Ellis W.)-The Junior Scientific Geo-
Gegenw. 35, 6d.
· Jan. 10"
6693,"graphy. Book 1: The British Isles. Cr. 8vo.
71 X5, pp. 136, is, net.. RALPH, II., July 10 Heine (Heinrich) Memoirs. From his Works,
Letters and Conversations. Edit. by Gustav
Heaton (Ellis W.)— The Senior Geography.
Karpeles. English Trans. by Gilbert Cannan.
Cr. 8vo. 7! X 41, pp. 862, 5s. net
2 vols. 8vo. 91 X5], pp. 310, 310, 125. net
RALPH, H., June 10"
6694,"HEINEMANN, Sep. 10"
6695,"Heaton (W. J.)-The Bible of the Reformation :
Heine, In Footprints of, Forman (II. J.) 5s, net
Its Translators and their work. Cr. 8vo.
Nov. 10"
6696,"74 X5, pp. 298, 5s, net..F. GRIFFITHS, June 10 Heinz (Julius) and Pichl (L.)-Nautical and
Heaton's Annual. The Commercial Handbook
Technical Dictionary for the Navy: in English,
of Canada and Boards of Trade Register, 1910.
French, German, and Italian. The concluding
Cr. 8vo. 58. net..
. SIMPKIN, June 10"
6697,"pt. (L-Z) of Vol. 2, 8vo., pp. 1115, 225. 6d. net ;
Vol. 1, reduced to 135. 6d. net ; Suppl. to Vol. 1,
Heaven and Hell, Making of, Blake (J. M.) is, 6d.
net..
.Νου. 10"
6698,"reduced to 175. 6d. net ; Vol. 2, pt. 1, reduced to
Heaven, Shall We Know Our Friends in, Leach
225, 6d. net ; complete work in 4 vols, 76s, net
ASHER, Aug. 10"
6699,"(C.) is, net
...Nov. 10"
6700,"Heir of the Ages, Moore (A.) 25. 6d. net ..Oct. 10"
6701,"Heavenly Visions, Book of Revelation, Brown (C.)
Heir of Vering, Garvice (C.) 6d..
....... Mar. 10"
6702,"3s. 6d. net
.... Sep. 10"
6703,"Heldmann (Bernard)-The Belton Scholarship
Hebert (S.)-Rays from the Realms of Glory
New edit. Cr. 8vo, swd. Is. net
New edit. Cr. 8vo., 73 X5, pp. 346, 25.
FROWDE, May to
BAGSTER, Feb. 10"
6704,"Helen Adair, Becke (L.) 6d.
.Jan. 10"
6705,"Hebrew Genius, Aspects of, Simon (I.) 25. 6d. net
Jan. 10"
6706,"Helen of all Time, White (W. Holt-) 6s... June 10"
6707,"Hebrew Grammar, Gesenius' 16s. 6d. ..Oct. 1o Helen with the High Hand, Bennett (A.) 6s.
Mar. 10"
6708,"Hebrew Hymnal for School and Home. Edit.
Hellas, IIome Life in, Ferriman (Z. D.) 8s. net
by L. M. Isaacs and M. S. Schechter. 8vo.
Od. 10"
6709,"25. 6d. net
ROUTLEDGE, Apr. 10 Hellenic Travellers' Club--Proceedings, 1910.
Hebrews and James, Epistles, Maclaren (A.) 7s. 6d.
8vo. 71 x 5, pp. 145, 28. 61.
net..
Nov. 10"
6710,"H. MARSHALL, June 10"
6711,"Hebrews, Biblical Hist. of, Jackson (F. J. Foakes-) Hellespont-“ Saturdıy"" Auction Bridge. 3s. 6d.
6s. net
Feb. 10 net
Nov. 10"
6712,"Hebrews, Epistle to, Wickham (E. C.) 6s... May 10"
6713,"Hector and Achilles, Sheepshanks (R.) 5s. net
Hellman (G. S.)-The Hudson, and other Pocms.
Feb. 10"
6714,"Cr. 8vo. 58. net
. PUTNAM, Jan. 10"
6715,"Heddle (Ethel F.)— Three Girls in a Flat. Popular Helpmate, Sinclair (M.) 6d.
. . Aug 10"
6716,"edit. Cr. 8vo., pp. 304, Is. net
Helps (Arthur, Sir)--Christopher Columbus.
GARDNER, D., Oct., 10"
6717,"Hadges (Killingworth)— Modern Lightning Con-
12n10., pp. 274, is. net, Ithr 28. net (Everyman's
Lib.)
..DENT, Sep. 10"
6718,"ductors. 2nd edit., with Additions. Ryl. 8vo.
10 X6, pp. 130, 6s. 60. net
Hemingway (S. B.) ed.-English Nativity Plays,
C. LOCKWOOD, May 10 with Intro., &c. 8vo. swd. 8s. 6d. net
Hedin (Sven)-Overland to India. 2 vols. Illus.
BELL, Feb. 10"
6719,"8vo. 9 X5), pp. 436, 372, 30s. net
Hemiptera, Cata, of, Kirkaldy (G. W.) 255. net
MACMILLAN, Dec. 10"
6720,Feb. 10
6721,"Hedley (John)— Tramps in Dark Mongolia, Hemmant (D. G.)-The Companies (Consolidation)
8vo. 9X51, pp. 384, 12s. 6d. net
Act, 1908. With I.xplanatory Notes, &c.
UXWIX, Apr. 10 4th edit. 8vo. 8 1 X 51, pp. 454, 6s. net
Hedley (John Cuthbert)-A Retreat. 33 Discourses
JORDAN, Aug. 10"
6722,"with Meditation for the Use of the Clergy, Hemstraet (Charles and Marie)-Nooks and
Religious and others. 9th edit.
Cr. 8vo. Corners of Old London. Cr. 8vo. 73 X5, pp.
71 X41, pp. 440, 6s. .... BURNS & O., Nov. 10 188, 35. 6d. net .T. W. LAURIE, Oct. 10"
6723,"Heelis (F.)- Answers to Questions in Business Henderson (George) - The Bible, a Revelation
Training. Cr. 8vo. 73 X5, pp. 170, 28.
from God. 161o. swd, 6d, net
PITMAN, Oct. 10"
6724,"T. & T. CLARK, Nov. 10"
6725,"Heelis (F.)—Pitman's New Era Business Copy Henderson (George) - The Norse Influence on
Book 8vo. 8 X10}, pp. 34, 5d. PITMAN, Nov. 10 Celtic Scotland. 9 illus. Demy 8vo., pp. 383,
IOS. net
MACIEHOSE, Feb. 10"
6726,"Heelis (F.)—Pitman's Questions and Answers in
Business Training. Cr. 8vo. 71 X5, pp. 172, Henderson (G)-The Pearl of Psalms. Cr. 8vo.
25. 6d.
.PITMAN, Oct. 10 bds. Is., swd. 6d..... HARVEY & G., June 10"
6727,"Heelis (F.)-Pitman's Questions in Business
Henderson (G. S.) Agnew (W. F.) Criminal
Training. A carefully prepared list of Test
Procedure, 34s, net...
Νου. 10"
6728,"Questions covering the whole subject of com- Henderson (P. A. Wright)-The life and Times of
mercial practice. Cr. 8vo. 5 X71, pp. 108, is. John Wilkins, Warden of Wadham College,
PITMAN, Mar. 10"
6729,"Oxford, &c. Ryl. 167o. 75), pp. 146,
Hegel (G. W. F.)-The Phenomenology of Mind.
.....11. BLACKWOOD, Apr. 10"
6730,"2 vols. Trans. with intro, and notes, by J. B.
Baillie, 8vo. 9 X5), pp. 876, 215. net
Henrey (T. Selby)--Death-and Beyond, Syo.
SONNENSCHEIN, Oct. 10 18X57, pp. 196, 58. net .... SIMPKIN, May 10"
6731,".
55. net"
6732,"Herald of Mercy Annual (The) 1910. Ryl. 8vo.,
bds., IS.
. MORGAN & S., Oct. Io"
6733,"Heraldry of the Murrays, Johnston (G. H.)
21S. net
June 10"
6734,"Heraldry Simplified, Copinger (W. A.) 1os. 6d. net
Mar. 10"
6735,"Herbart (Johann F.)--The Science of Education.
4th edit. Cr. 8vo. 7 * x 5, pp. 308, 4s. 6d
SONNENSCHEIN, Apr. 10"
6736,"Herbert (Charles)----Jeff's Charge. A Story of
London Life. Cr. 8vo. 71 X 48, pp. 128, is.
PARTRIDGE, Oct. 10"
6737,"Herbert (Edward G.)-Newaera : a Socialist
Romance. With a chapter on Vaccination.
8vo. 84 X55, pp. 216, 6s. net P. S. KING, June 10"
6738,"Herbert, George, Buchanan (E. S.) 2s, net Apr. 10"
6739,"Herbert (S.)—The First Principles of Heredity.
Illus. 8vo. 81 X54, pp. 208, 5s, net
BLACK, Oct. 10"
6740,"Herbertson (Agnes G.)-Heroic Legends. Retold.
New edit. 8vo. 8 X 5), pp. 264, 35. 6d. net
BLACKIE, Oct. 10"
6741,"Herbertson (Agnes G.)-Teddy and Trots in
Wonderland. Cr. 8vo. 74 X5, pp. 254, 35. 6d.
WARD, L., Sep. 10"
6742,"Herbertson (A. J.)-Physiographical Introduction
to Geography. Cr. 8vo. Is. 6d.
(Clarendon Press) FROIDE, July to
Herbertson's Senior Geog., Questions on, Kirk
(F. M.) and Taylor (E. G. R.) is.......
Mar. 10"
6743,"Herdman (T.) Wood (C. A.) Geog. of N. America,
IS. 3d. net
.Feb. 10"
6744,"Herdsman, The, Gissing (A.) 6s. .. July 10"
6745,"Here and Hereafter, Denis (L.) 35. 60. net
Feb. 10"
6746,"Henri de Navarre, Amours of, Haggard (A. C. P.)
16s. net
.Oct. 10"
6747,"Henri II., his Court, &c., Williams (H. N.) 155. net
Od. 10"
6748,"Henry (J.)—The “ Reverend"" Rachel Euphemia
Chit. Cr. 8vo. 75 X 4*, pp. 210, 25. net
SIMPKIN, July 10"
6749,"Henry (J. D.)-Oilfields of the Empire. Illus.
Ryl. 8vo. 10° X74, pp. 307, 18s.
(32, Gt. St. Helen's, E.C.) ..AUTHOR, June 10"
6750,"Henry (L'Abbe Jos.)-L'ame d'un Peuple Africain.
Les Bambara : Leur vie Psychique, Ethique,
Sociale, Religieuse, Avec ii Illustrations de
Texte et 24 planches Hors Texte. Ryl. 8vo.,
pp. 241, ios. net (Tom 1, Fax. 2, Bibliotheque
Anthropos)
.LUZAC, July 10"
6751,"Henry (May) and Halford (Jeannette)—The
Bachelor Girl's Cookery Book: Simplified
Recipes for Amateurs. Ryl. 16mo., pp. 154,
swd. is. net...... GARDEN CITY PRESS, Oct. 1o"
6752,"Henry (0.)-Options. Cr. 8vo. 6s.
HARPER, Feb. 10"
6753,"Henry Esmond, Thackeray (W. M.) is. net Oct. 10"
6754,"Henry Esmond, Thackeray (W. M.) 25. 6d. Jan. 10"
6755,"Henry of Navarre, Favouriles of, 75, 6d. net
May 10"
6756,"Henry of Navarre, Fate of, Burton (J. Bloundelle-)
IOS. 6d. net
.Nov, 10"
6757,"Henry VI., Shakespeare (W.) Pt. 1, is... Nov. 10"
6758,"Henry VI, Shakespeare (W.) Pt. 3, 2s. 6d. net
May 10"
6759,"Henry VIII. and His Court, Tree (H. B.) is. net
Sep. 10"
6760,"Hens, How to Keep, Valentine (C. S.) 6s. 60. net
May 10"
6761,"Henslowe (E. C.) Behnke (K. E.) Broadlands
Cookery Bk., 25. 6d. net
June 10"
6762,"Henslo we (I.eonard)—How Are You ? The
Problem of Health. 8vo. 7X41, pp. 60, 6d. net
J. LONG, June 10"
6763,"Henson (H. Hensley)—The Liberty of Prophesying
With its just limits and temper considered
with reference to the circumstances of the
modern church. Cr. 8vo. 73 X5, pp. 306, 6s.
(Lyman Beecher Lectures) MACMILLAN, Jan. 10"
6764,"Henson (H. Hensley)-Marriage and Divorce
8vo. swd, 6d.
...II. REUS, July 10"
6765,"Henson (H. Hensley)-Westminster Serinons.
Cr. 8vo. 7 | X5, pp. 314, 3s. 6d. net
J. CLARKE, Mar. 10"
6766,"Henty (G. A.)-In Greek Waters. New edit.
Cr. 8vo. 71 X5, pp. 384, 35. 6d.
BLACKIE, Sep. 10"
6767,"Henty (G. A.)-In Times of Peril: a Story of
India. Cr. 8vo. 7* *5), pp. 368, 5s.
FROUDE, Oct. 10"
6768,"Henty (G. A.)--Maori and Settler. New edit.
Cr. 8vo. 71 x 5, pp. 352, 35. 60.
BLACKIE, Sep. 10"
6769,"Henty (G. A.)--St. Bartholomew's Evé. New
edit. Cr. 8vo. 71 x 5, pp. 384, 38. 6d.
BLACKIE, Sep. 10"
6770,"Henty, George Alfred, Fenn (G. M.) 3s. 6d. net
Oct. 10"
6771,"Hepburn (W. Bruce)-Notes on Dental Metallurgy.
For the use of Dental Students and Practi-
tioners. Cr. 8vo. 7! X 5, pp. 222, 55. net
BAILLIÈRE, Nov. 10"
6772,"Hepplewhite, George, Furniture Designs of, 15s.
net
· July 1o"
6773,"IIer Convict, Braddon (M. E.) 60. . Aug. 10"
6774,"Her Grace at Bay, Hill (II.) 6d..
Apr. 10"
6775,"Her Great Idea, &c., Walford (1,. B.) is. net
Her Heart's Longing, Rowlands (E. A.) 661. July 10"
6776,"Her Hundredfold, Weir (M. S.) 25. 6d. ..Nov. 10"
6777,"Her Honour's Pawn, Raikes (T.) 6s. . May 10"
6778,"Her Kingdom, Rowlands (E. A.) 6d. .... Aug. 10"
6779,"Her Punishment, Rowlands (E. A.) 6d... Sep. 10"
6780,"Her Soul's Desire, Meadows (A. M.) 65. .. July 10"
6781,"Here and There, Hope (A. R.) 55. ...... Sep. 10"
6782,"Hereafter, Gospel of the, Smyth (J. P.) 28. 6d. net
Oct. 1o"
6783,"Hereditary Characters, Walker (C. E.) 8s. 6d.
Oct. 1o"
6784,"Heredity, First Principles, Herbert (S.) 5s. net
Oct. 1o"
6785,"Heredity in Light of Recent Progress, Doncaster
(L.) is. net
...Od. 10"
6786,"Heredity, Laws of, Reid (G. A.) 215. net..May 10"
6787,"Hereward, Story of, Stedman (D. C.) is. 6d.
Mar. 10"
6788,"Hereward the Wake, Jackson (A. F.) Is. 60. net
Sep. 10"
6789,"Herford (Oliver) and Clay (John C.)-Cupid's
Cyclopædia. Ryl. 16mo. 61 X41, parchment
35. 6d. net
. BICKERS, Oct. 10"
6790,"Hering (IIenry A.) -The Burglar's Club. 8vo.
swd. 6d..
.CASSELL, June 10"
6791,"Heritage of the Desert, Grey (Z.) 6S. ....Oct, 10"
6792,"Heritage of the Free, Lyall (I).) 6d... May 10"
6793,"Heritage, Un, Sandcau (J.) 25.... Apr. 10"
6794,"Herkomer (Hubert von, Sir)-A Certain Phase of
Lithograplıy. A Lecture. Imp. 8vo. 155. net
MACMILLAN, Mar. 10"
6795,"Herkomer (Hubert von, Sir) — The Herkomers.
8vo. 9 X 51, pp. 276, 75. 6d. net
MACMILLAN, Oct. 10"
6796,"Herkomers, Herkomer (H. von, Sir) 7s, 6d. net
Oct. 10"
6797,"Herman (G. Ernest)-Difficult Labour : A Guide
to its Management for Students and Practi-
tioners. New and enlarged edit. Cr. 8vo.
71 X41, pp. 560, 12s. 61. ..CASSELL, June 10"
6798,"Hernan (W. J.)-Wiiat you want to Say and
How to Say it in Norwegian. 18mo. swd.
IS. net
.W. J. HERNAN, Feb. 10"
6799,"Hernan (W. J.)-- . Say it "" in Japanese. I 2mo.
swd. 6d.
W. J. HERNAN, May ro
Hernia, &c., Operations in India, Gabbett (P. C.)
2s. net
Apr. 10"
6800,"Hernia, Murray (R. W.) 65. net Sep. 10"
6801,"Hernshaw (F. J. C.)-The Story of the Pilgrim
Fathers, especially showing their connection
with Southampton. 4to. 101 X7, pp. 32,
6d. net (Southampton) W. H. SMITH, Jan. 10"
6802,"Oct, 10"
6803,
6804,"Hero in Man (The). By A. E. Imp. 16mo. swd.
6d, net
.W. BUDD, June 10"
6805,"Hero-Myths and Legends, British, Ebbutt (M. I.)
78. 6d. net
..Aug. 10"
6806,"Hero of the Sea, Patterson (J. E.) 6s.
Nov. 10"
6807,"Hero Tales of Far North, Riis (J. A.) 6s, net
Nov. 10"
6808,"Herodotus—Trans. by George Rawlinson. 2 vols.
12mo., pp. 382, 366, ea. Is. net, Ithr. 25. net
(Everyman's Lib.)..
DENT, Feb. 10"
6809,"Heroes and Hero-Worship, Carlyle (T.) is. net
Var no
Heroes and Martyrs of Faith, Peake (A. S.) 5s.
Mar. 10"
6810,"Heroes, Bk. of Northern, Dicks (A. J.) is. 60.
Mar. 10"
6811,"Heroes, Boy's Bk. of, Jamieson (T. W.) 25. 6d.
Dec. 10"
6812,"Heroes, Eng., in Reign of Elizabeth, Adams
(W. H. D.) 25. 6d.
Heroes, Kingsley (C.) 5s.
.Oct, 10"
6813,"Heroes of England, Edgar (J. G.) Is., 25. net
Sep. 10"
6814,"Heroes of Polar Seas, Maclean (J. K.) 6s... Oct. 10"
6815,"Heroes of Troy, &c., Slater (E. J.) 4d. net, Mar. 10"
6816,"Heroes, Southern, Dicks (A. J.) is. 6d. May 10"
6817,"Heroic Legends, Herbertson (A. G.) 35. 6d. net
Oct. 10"
6818,"Heroides, Ovid, 1-10 (Allcroft) is. 6d. . . . . Apr. 10"
6819,"Heroides 1-10, Ovid, Intro., Text and Notes,
.. Apr. 10"
6820,"Heroides 1-10, Ovid (text, &c., complete) 5s. 6d.
Apr. 10"
6821,"Heroides, Ovid, I.-10, Vocab, and Test Papers, is.
Apr. 10"
6822,"Heroides XII., Ovid, is.....
. Feb. 10"
6823,Heroines of the Home. Miles (A. H.) 58. .Oct. 10
6824,"Heron (David)—The Influence of Defective
Physique and Unfavourable Home Environ-
ment on the Intelligence of School Children.
With 12 diagrams in the text. (Eugenics
Laboratory Memoirs VIII.). 4to. swd. 43. net
DULAU, Apr. 10"
6825,"Herrick (Robert)-A Life for a Life. Cr. 8vo.
8 X5, pp. 442, 6s......... .MACMILLAN, June 10"
6826,"Herrick (Robert)--Poems. Illus. by E. S. Forbes.
16mo. pp. 48, is, net, swd. 6d. net JACK, Oct. 10"
6827,"Herrick (Robert)-Songs from the Hesperides.
16mo. ithr. is. net (Langham Booklets)
SIEGLE, H., Sep. 09"
6828,"Herrick, Robert, Moorman (F. W.) 125. 6d. net
Mar. 10"
6829,"Herrmann (Wilhelm)-Faith and Morals. 2nd
edit. Cr. 8vo. 71 X 44, pp. 222, 45. 6d. net
(Crown Theological Lib.)
WILLIAMS & N., Nov. 10"
6830,"Herschell (George) - The Non-Surgical Treatment
of Duodenal Ulcer. Cr. 8vo., pp. 40, swd.
..H. J. GLAISHER, Nov. 10"
